date,cloud_cover_in_country,cloud_cover_in_east_of_country,fires_per_day,war_fires_per_day,fires_per_day_in_ukraine_held_area,war_fires_per_day_in_ukraine_held_area,fires_per_day_in_russia_held_area,war_fires_per_day_in_russia_held_area,fires_per_day_non_cloud_days_7dma,fires_per_day_7dma,war_fires_per_day_non_cloud_days_7dma,war_fires_per_day_7dma,fires_per_day_in_ukraine_held_area_non_cloud_days_7dma,fires_per_day_in_ukraine_held_area_7dma,war_fires_per_day_in_ukraine_held_area_non_cloud_days_7dma,war_fires_per_day_in_ukraine_held_area_7dma,fires_per_day_in_russia_held_area_non_cloud_days_7dma,fires_per_day_in_russia_held_area_7dma,war_fires_per_day_in_russia_held_area_non_cloud_days_7dma,war_fires_per_day_in_russia_held_area_7dma
2023-06-19,0.549,0.422,283,186,170,103,113,83,226.66666666666663,219.57142857142856,127.16666666666669,123.57142857142856,145.16666666666666,138.71428571428572,77,73.85714285714286,81.5,80.85714285714286,50.166666666666664,49.714285714285715
2023-06-20,0.531,0.472,256,138,153,64,103,74,254.2,227,143.6,127,160.2,143.57142857142858,85,75.28571428571429,94,83.42857142857143,58.6,51.714285714285715
2023-06-21,0.587,0.569,177,102,100,55,77,47,279.5,232.28571428571428,163.25,136.28571428571428,172.75,146,95,81.57142857142857,106.75,86.28571428571429,68.25,54.714285714285715
2023-06-22,0.433,0.322,359,220,230,144,129,76,299.3333333333333,218.42857142857144,181.33333333333337,130.28571428571428,184.33333333333337,137,103.66666666666669,79.28571428571429,115,81.42857142857143,77.66666666666667,51
2023-06-23,0.608,0.606,141,69,104,47,37,22,307.5,187.71428571428572,179,107.14285714285714,191.5,120.57142857142856,104,67.57142857142857,116,67.14285714285714,75,39.57142857142857
2023-06-24,0.681,0.6,190,130,127,89,63,41,359,165,220,94,230,108,144,61.57142857142857,129,57,76,32.42857142857143
2023-06-25,0.76,0.764,123,67,75,53,48,14,359,153.28571428571428,220,85.57142857142857,230,100,144,55.57142857142857,129,53.285714285714285,76,30
2023-06-26,0.646,0.756,68,24,55,21,13,3,NA,108,NA,56.42857142857143,NA,70.57142857142857,NA,35.57142857142857,NA,37.42857142857143,NA,20.857142857142858
2023-06-27,0.579,0.516,97,46,65,22,32,24,NA,110.14285714285714,NA,55.57142857142857,NA,73.28571428571429,NA,34.714285714285715,NA,36.857142857142854,NA,20.857142857142858
2023-06-28,0.782,0.754,95,43,44,13,51,30,106,98.14285714285714,53,44.57142857142857,41,61,11,23.571428571428573,65,37.142857142857146,42,21
2023-06-29,0.792,0.801,42,16,24,4,18,12,106,106,53,47.714285714285715,41,68.71428571428571,11,24.714285714285715,65,37.285714285714285,42,23
2023-06-30,0.55,0.573,156,63,123,41,33,22,106,125.57142857142856,53,59.714285714285715,41,81.85714285714286,11,32.42857142857143,65,43.714285714285715,42,27.285714285714285
2023-07-01,0.505,0.396,106,53,41,11,65,42,173,146,101,74.42857142857143,111.5,98.57142857142856,63.5,45.857142857142854,61.5,47.42857142857143,37.5,28.571428571428573
2023-07-02,0.623,0.548,178,89,129,61,49,28,258.3333333333333,193.71428571428572,163.33333333333334,109.42857142857142,173.33333333333334,134.71428571428572,113.33333333333331,74.42857142857142,85,59,50,35
2023-07-03,0.56,0.543,205,108,147,75,58,33,258.3333333333333,271.7142857142857,163.33333333333334,167.28571428571428,173.33333333333334,174.71428571428572,113.33333333333331,105.14285714285714,85,97,50,62.142857142857146
2023-07-04,0.442,0.299,240,149,182,116,58,33,258.3333333333333,313.42857142857144,163.33333333333334,201.71428571428572,173.33333333333334,185.28571428571428,113.33333333333331,114.71428571428572,85,128.14285714285714,50,87
2023-07-05,0.477,0.335,429,288,297,213,132,75,334.5,341.2857142857143,218.5,230.42857142857144,239.5,196.1428571428571,164.5,125.14285714285714,95,145.14285714285714,54,105.28571428571428
2023-07-06,0.654,0.549,588,421,304,219,284,202,334.5,333,218.5,228.57142857142856,239.5,188.28571428571428,164.5,120.85714285714286,95,144.71428571428572,54,107.71428571428572
2023-07-07,0.811,0.741,448,304,197,108,251,196,334.5,348.57142857142856,218.5,248.57142857142856,239.5,188.42857142857144,164.5,124.14285714285714,95,160.14285714285714,54,124.42857142857144
2023-07-08,0.853,0.904,301,254,117,84,184,170,429,368.8571428571428,288,269.14285714285717,297,196.57142857142856,213,132.71428571428572,132,172.28571428571428,75,136.42857142857142
2023-07-09,0.76,0.918,120,76,74,31,46,45,NA,336.14285714285717,NA,243.71428571428572,NA,174.71428571428572,NA,112.85714285714286,NA,161.42857142857142,NA,130.85714285714286
2023-07-10,0.509,0.536,314,248,148,98,166,150,NA,281.42857142857144,NA,197.71428571428572,NA,150.14285714285714,NA,89.14285714285714,NA,131.28571428571428,NA,108.57142857142856
2023-07-11,0.624,0.597,382,293,239,176,143,117,NA,243.1428571428571,NA,170,NA,139.71428571428572,NA,84,NA,103.42857142857144,NA,86
2023-07-12,0.556,0.548,200,110,144,74,56,36,350,250.1428571428571,219,165,262,160.42857142857142,161,95,88,89.71428571428571,58,70
2023-07-13,0.59,0.534,205,99,132,53,73,46,435.5,307.42857142857144,272.5,200.71428571428572,340.5,209.71428571428572,211,127.85714285714286,95,97.71428571428572,61.5,72.85714285714286
2023-07-14,0.66,0.686,180,110,124,72,56,38,422.6666666666667,319.2857142857143,251,195,323.6666666666667,230,188.66666666666663,134.42857142857142,99,89.28571428571429,62.333333333333336,60.57142857142857
2023-07-15,0.334,0.307,350,219,262,161,88,58,422.6666666666667,301.85714285714283,251,171.57142857142858,323.6666666666667,222.71428571428572,188.66666666666663,122.71428571428572,99,79.14285714285714,62.333333333333336,48.857142857142854
2023-07-16,0.247,0.24,521,326,419,261,102,65,456.75,353.14285714285717,276,206,333.25,253.8571428571429,191.5,140.71428571428572,123.5,99.28571428571428,84.5,65.28571428571429
2023-07-17,0.38,0.276,397,208,290,144,107,64,456.75,352.14285714285717,276,204.57142857142856,333.25,258.85714285714283,191.5,144.42857142857142,123.5,93.28571428571428,84.5,60.142857142857146
2023-07-18,0.604,0.59,260,129,188,94,72,35,393.6,346.57142857142856,233,197.57142857142856,291.6,259,164,141.85714285714286,102,87.57142857142857,69,55.714285714285715
2023-07-19,0.513,0.454,559,351,362,200,197,151,404.5,338,236.5,189.71428571428572,299,243.42857142857144,164.75,128.57142857142858,105.5,94.57142857142856,71.75,61.142857142857146
2023-07-20,0.647,0.646,198,89,167,79,31,10,365.6666666666667,283.14285714285717,206.66666666666663,151.85714285714286,259,199.42857142857144,132.66666666666666,99.14285714285714,106.66666666666669,83.71428571428571,74,52.714285714285715
2023-07-21,0.511,0.479,141,61,125,54,16,7,385,291.42857142857144,204.33333333333337,150.85714285714286,290.3333333333333,212.8571428571429,141.33333333333334,102.85714285714286,94.66666666666669,78.57142857142857,63,48
2023-07-22,0.68,0.642,290,164,153,68,137,96,426.5,333,219,170,328.5,249.28571428571428,162.25,121.57142857142856,98,83.71428571428571,56.75,48.42857142857143
2023-07-23,0.62,0.665,137,61,111,55,26,6,415.25,326.57142857142856,204.5,161.71428571428572,325.5,247.57142857142856,168,124.85714285714286,89.75,79,36.5,36.857142857142854
2023-07-24,0.462,0.376,455,201,384,170,71,31,415.25,360.7142857142857,204.5,181.8571428571429,325.5,251.8571428571429,168,126.14285714285714,89.75,108.85714285714286,36.5,55.71428571428571
2023-07-25,0.466,0.318,551,263,443,225,108,38,506.6666666666667,349.42857142857144,252.33333333333337,176.57142857142858,392.3333333333333,242.28571428571428,206,121.85714285714286,114.33333333333331,107.14285714285714,46.333333333333336,54.714285714285715
2023-07-26,0.613,0.477,514,293,350,223,164,70,427.5,335.14285714285717,208.25,164,332,242,169,120.42857142857144,95.5,93.14285714285714,39.25,43.57142857142857
2023-07-27,0.794,0.777,437,230,197,88,240,142,421.4,372.2857142857143,194.6,175.28571428571428,325.8,269.14285714285717,156,127.42857142857144,95.6,103.14285714285714,38.6,47.857142857142854
2023-07-28,0.672,0.718,62,24,58,24,4,0,413,357.14285714285717,193,170.28571428571428,311.25,245,152.5,117,101.75,112.14285714285714,40.5,53.285714285714285
2023-07-29,0.47,0.432,190,76,151,58,39,18,367,324.7142857142857,169.66666666666666,154.71428571428572,267.3333333333333,211.28571428571428,128.33333333333334,94.85714285714286,99.66666666666669,113.42857142857144,41.333333333333336,59.857142857142854
2023-07-30,0.591,0.468,397,140,301,104,96,36,293.5,303.42857142857144,108,141.85714285714286,226,186.28571428571428,81,74.28571428571429,67.5,117.14285714285714,27,67.57142857142857
2023-07-31,0.734,0.69,349,166,215,97,134,69,361.3333333333333,312,157.33333333333334,145.57142857142858,269.6666666666667,209.1428571428571,112.66666666666669,86.85714285714286,91.66666666666669,102.85714285714286,44.666666666666664,58.714285714285715
2023-08-01,0.65,0.658,324,154,207,70,117,84,540.75,457.28571428571433,118,142.14285714285714,388.75,307.42857142857144,84.5,83.42857142857143,152,149.85714285714286,33.5,58.714285714285715
2023-08-02,0.663,0.625,365,203,175,79,190,124,837.75,627,99,131.28571428571428,559.75,405.1428571428572,70,75.14285714285714,278,221.85714285714283,29,56.142857142857146
2023-08-03,0.396,0.372,497,256,357,176,140,80,1293.5,887.4285714285713,64,111.28571428571428,805.25,545.4285714285714,44,60.285714285714285,488.25,342,20,51
2023-08-04,0.264,0.16,1079,0,746,0,333,0,1328.2,1047.142857142857,51.2,87.57142857142858,815.2,636.8571428571429,35.2,46.42857142857143,513,410.2857142857143,16,41.142857142857146
2023-08-05,0.181,0.101,1378,0,835,0,543,0,1242.1666666666667,1116.857142857143,42.66666666666667,65.57142857142858,754.8333333333334,672,29.333333333333332,36.42857142857142,487.3333333333333,444.8571428571428,13.333333333333334,29.142857142857142
2023-08-06,0.227,0.086,2220,0,1283,0,937,0,1208.142857142857,1208.142857142857,36.57142857142858,36.57142857142858,705.8571428571429,705.8571428571429,25.142857142857142,25.142857142857142,502.2857142857143,502.2857142857143,11.428571428571429,11.428571428571429
2023-08-07,0.507,0.363,1467,0,855,0,612,0,1326.6666666666667,1184.428571428571,0,0,764,687,0,0,562.6666666666666,497.42857142857144,0,0
2023-08-08,0.561,0.475,812,0,453,0,359,0,1376.2,1055.857142857143,0,0,767.6,602,0,0,608.6,453.8571428571428,0,0
2023-08-09,0.414,0.374,1004,0,412,0,592,0,1375.75,906.5714285714288,0,14.714285714285715,750.75,516.7142857142858,0,8.285714285714286,625,389.8571428571428,0,6.428571428571428
2023-08-10,0.753,0.73,331,0,225,0,106,0,939.25,657.1428571428571,45.25,40.57142857142858,484.25,364.42857142857144,16.25,17.571428571428573,455,292.7142857142857,29,23
2023-08-11,0.765,0.877,179,0,151,0,28,0,767.5,559,124.5,85.85714285714285,359.25,293,45.5,34.28571428571429,408.25,266,79,51.57142857142858
2023-08-12,0.459,0.505,333,103,238,58,95,45,830.75,595.1428571428571,251,158.14285714285717,360.5,293.7142857142857,85.5,57.142857142857146,470.25,301.42857142857144,165.5,101
2023-08-13,0.224,0.229,474,181,217,65,257,116,835.75,598,390.25,237.7142857142857,362.75,295,126.25,80.42857142857143,473,303,264,157.28571428571428
2023-08-14,0.114,0.073,780,317,355,117,425,200,894,711.7142857142857,452,337.57142857142856,377,324.85714285714283,133.6,103.71428571428572,517,386.8571428571428,318.4,233.85714285714283
2023-08-15,0.127,0.05,1065,506,458,160,607,346,892,812.1428571428571,452.6666666666667,402.7142857142857,380.1666666666667,359.85714285714283,136.83333333333334,125.57142857142856,511.8333333333333,452.2857142857143,315.8333333333333,277.14285714285717
2023-08-16,0.335,0.169,1024,557,421,163,603,394,939.8571428571428,939.8571428571428,508.57142857142856,508.57142857142856,393.57142857142856,393.57142857142856,158.28571428571428,158.28571428571428,546.2857142857143,546.2857142857143,350.2857142857143,350.2857142857143
2023-08-17,0.291,0.139,1127,699,434,163,693,536,1066.428571428571,1066.428571428571,616.2857142857143,616.2857142857143,425.7142857142857,425.7142857142857,180.42857142857144,180.42857142857144,640.7142857142857,640.7142857142857,435.8571428571428,435.8571428571428
2023-08-18,0.26,0.157,882,456,396,153,486,303,1162.2857142857142,1162.2857142857142,706.5714285714286,706.5714285714286,448.2857142857143,448.2857142857143,197.1428571428571,197.1428571428571,714,714,509.42857142857144,509.42857142857144
2023-08-19,0.276,0.188,1227,844,474,287,753,557,1187.571428571429,1187.571428571429,764.7142857142857,764.7142857142857,441.1428571428572,441.1428571428572,204.71428571428572,204.71428571428572,746.4285714285714,746.4285714285714,560,560
2023-08-20,0.326,0.275,1360,935,442,220,918,715,1195.428571428571,1195.428571428571,795.4285714285714,795.4285714285714,435.42857142857144,435.42857142857144,212.1428571428571,212.1428571428571,760,760,583.2857142857143,583.2857142857143
2023-08-21,0.322,0.304,1451,949,513,234,938,715,1168.7142857142858,1168.7142857142858,784.5714285714286,784.5714285714286,427.1428571428572,427.1428571428572,215.42857142857144,215.42857142857144,741.5714285714286,741.5714285714286,569.1428571428571,569.1428571428571
2023-08-22,0.34,0.285,1242,913,408,213,834,700,1175.857142857143,1175.857142857143,813.4285714285714,813.4285714285714,412.1428571428572,412.1428571428572,218.8571428571429,218.8571428571429,763.7142857142857,763.7142857142857,594.5714285714286,594.5714285714286
2023-08-23,0.429,0.338,1079,772,381,215,698,557,1127.857142857143,1127.857142857143,784,784,391.42857142857144,391.42857142857144,204.8571428571429,204.8571428571429,736.4285714285714,736.4285714285714,579.1428571428571,579.1428571428571
2023-08-24,0.445,0.393,940,623,376,186,564,437,1046,1046,734.8571428571429,734.8571428571429,362.7142857142857,362.7142857142857,194,194,683.2857142857143,683.2857142857143,540.8571428571429,540.8571428571429
2023-08-25,0.536,0.471,932,658,291,177,641,481,1005,1005,719.7142857142857,719.7142857142857,347.85714285714283,347.85714285714283,193.71428571428572,193.71428571428572,657.1428571428571,657.1428571428571,526,526
2023-08-26,0.461,0.412,891,638,329,189,562,449,985.4285714285714,985.4285714285714,698.4285714285714,698.4285714285714,343,343,190.42857142857144,190.42857142857144,642.4285714285714,642.4285714285714,508,508
2023-08-27,0.44,0.367,787,591,241,144,546,447,1075.142857142857,1075.142857142857,763.4285714285714,763.4285714285714,376.7142857142857,376.7142857142857,213.28571428571428,213.28571428571428,698.4285714285714,698.4285714285714,550.1428571428571,550.1428571428571
2023-08-28,0.374,0.291,1164,843,409,232,755,611,1201.2857142857142,1201.2857142857142,877.8571428571429,877.8571428571429,415.2857142857143,415.2857142857143,252.42857142857144,252.42857142857144,786,786,625.4285714285714,625.4285714285714
2023-08-29,0.372,0.276,1105,764,374,190,731,574,1246.1666666666667,1115,914.5,814,436,392.8571428571428,265,236.1428571428571,810.1666666666666,722.1428571428571,649.5,577.8571428571429
2023-08-30,0.352,0.143,1707,1227,617,375,1090,852,1173.5,1052.7142857142858,854.3333333333334,762.4285714285714,417.6666666666667,377.1428571428572,253.33333333333337,226.1428571428571,755.8333333333334,675.5714285714286,601,536.2857142857143
2023-08-31,0.561,0.467,1823,1424,646,460,1177,964,1140.6666666666667,1024.571428571429,822.3333333333334,735,417,376.57142857142856,249.16666666666663,222.57142857142856,723.6666666666666,648,573.1666666666666,512.4285714285714
2023-09-01,0.698,0.733,328,211,134,63,194,148,1136,919.8571428571428,818.2,650.7142857142858,418.6,342.42857142857144,252.6,198.28571428571428,717.4,577.4285714285714,565.6,452.42857142857144
2023-09-02,0.564,0.485,455,277,219,119,236,158,1064.4,868.7142857142858,765.8,613.2857142857143,411.8,337.57142857142856,250.2,196.57142857142856,652.6,531.1428571428571,515.6,416.71428571428567
2023-09-03,0.577,0.47,590,399,237,119,353,280,887,742,627.4,514.4285714285714,342.2,287.85714285714283,201.2,161.57142857142858,544.8,454.1428571428572,426.2,352.85714285714283
2023-09-04,0.636,0.654,431,253,170,62,261,191,666.4,584.4285714285714,434.8,376.8571428571428,273.6,238.8571428571429,138.6,116.85714285714286,392.8,345.57142857142856,296.2,260
2023-09-05,0.391,0.464,747,502,340,178,407,324,731,688.1428571428571,478.3333333333333,446.1428571428572,318.6666666666667,297.42857142857144,171,155.42857142857142,412.3333333333333,390.7142857142857,307.3333333333333,290.7142857142857
2023-09-06,0.4,0.394,820,535,269,130,551,405,745.1666666666666,700.2857142857143,480.5,448,327.3333333333333,304.85714285714283,169.5,154.14285714285714,417.8333333333333,395.42857142857144,311,293.85714285714283
2023-09-07,0.317,0.244,720,461,303,147,417,314,760.1666666666666,713.1428571428571,488.5,454.8571428571428,333.3333333333333,310,170,154.57142857142858,426.8333333333333,403.1428571428572,318.5,300.2857142857143
2023-09-08,0.266,0.258,1054,696,544,333,510,363,724.8571428571429,724.8571428571429,456.57142857142856,456.57142857142856,313.57142857142856,313.57142857142856,158.71428571428572,158.71428571428572,411.2857142857143,411.2857142857143,297.85714285714283,297.85714285714283
2023-09-09,0.359,0.338,540,290,271,110,269,180,691.4285714285714,691.4285714285714,426.2857142857143,426.2857142857143,304.2857142857143,304.2857142857143,151.42857142857142,151.42857142857142,387.1428571428572,387.1428571428572,274.85714285714283,274.85714285714283
2023-09-10,0.163,0.16,680,447,273,122,407,325,679.1428571428571,679.1428571428571,409.8571428571428,409.8571428571428,315.85714285714283,315.85714285714283,153.57142857142858,153.57142857142858,363.2857142857143,363.2857142857143,256.2857142857143,256.2857142857143
2023-09-11,0.393,0.347,513,265,195,91,318,174,630,630,370.2857142857143,370.2857142857143,300.42857142857144,300.42857142857144,144.28571428571428,144.28571428571428,329.57142857142856,329.57142857142856,226,226
2023-09-12,0.372,0.353,513,290,275,127,238,163,559.3333333333334,485.2857142857143,316,273,259.8333333333333,226.42857142857144,112.83333333333331,97.85714285714286,299.5,258.85714285714283,203.16666666666663,175.14285714285714
2023-09-13,0.372,0.3,734,420,350,145,384,275,515.8333333333334,448,292.3333333333333,252.71428571428572,237.83333333333337,207.57142857142856,104.66666666666669,90.85714285714286,278,240.42857142857144,187.66666666666663,161.85714285714286
2023-09-14,0.536,0.434,376,184,195,82,181,102,469.3333333333333,408.1428571428571,252.83333333333337,218.8571428571429,226.5,197.8571428571429,100.66666666666669,87.42857142857143,242.83333333333337,210.28571428571428,152.16666666666666,131.42857142857142
2023-09-15,0.727,0.768,41,15,26,8,15,7,485.1666666666667,421.7142857142857,264.5,228.8571428571429,243.16666666666663,212.1428571428571,109.5,95,242,209.57142857142856,155,133.85714285714286
2023-09-16,0.406,0.347,279,148,139,61,140,87,521.5,452.8571428571428,279.3333333333333,241.57142857142856,244,212.8571428571429,106.33333333333331,92.28571428571428,277.5,240,173,149.28571428571428
2023-09-17,0.218,0.168,401,210,205,98,196,112,479,455,251.2,242.1428571428571,222.8,192.8571428571429,98.6,85.42857142857143,256.2,262.14285714285717,152.6,156.71428571428572
2023-09-18,0.208,0.165,608,335,295,144,313,191,551.6,506.8571428571428,300,277,245.4,209,109.2,93,306.2,297.85714285714283,190.8,184
2023-09-19,0.389,0.232,731,379,280,108,451,271,614.5,633.7142857142857,351.8333333333333,362.1428571428572,274,264.85714285714283,131.83333333333334,126.85714285714286,340.5,368.8571428571428,220,235.28571428571428
2023-09-20,0.609,0.528,749,424,210,97,539,327,723,726.7142857142857,423.6666666666667,423.7142857142857,313,298.2857142857143,156,147.57142857142858,410,428.42857142857144,267.6666666666667,276.14285714285717
2023-09-21,0.455,0.444,739,428,308,135,431,293,894,873.2857142857143,551.6666666666666,533.4285714285714,384.3333333333333,359.42857142857144,207.33333333333337,191.57142857142856,509.6666666666667,513.8571428571429,344.3333333333333,341.85714285714283
2023-09-22,0.402,0.342,929,611,417,245,512,366,1088.3333333333333,1039.857142857143,702.3333333333334,662.5714285714286,478.1666666666667,439.8571428571428,277.1666666666667,251.42857142857144,610.1666666666666,600,425.1666666666667,411.1428571428572
2023-09-23,0.402,0.314,930,579,373,206,557,373,1256,1183.571428571429,848.5,787.8571428571429,571.6666666666666,520,353.6666666666667,317,684.3333333333334,663.5714285714286,494.8333333333333,470.8571428571428
2023-09-24,0.23,0.043,1427,978,633,406,794,572,1363.7142857142858,1363.7142857142858,957,957,621.5714285714286,621.5714285714286,401,401,742.1428571428571,742.1428571428571,556,556
2023-09-25,0.271,0.172,1774,1239,858,563,916,676,1629.428571428571,1629.428571428571,1196.428571428571,1196.428571428571,719.2857142857143,719.2857142857143,483.57142857142856,483.57142857142856,910.1428571428572,910.1428571428572,712.8571428571429,712.8571428571429
2023-09-26,0.166,0.156,1737,1256,841,567,896,689,1789.428571428571,1789.428571428571,1340,1340,952.4285714285712,952.4285714285712,679.4285714285714,679.4285714285714,837,837,660.5714285714286,660.5714285714286
2023-09-27,0.129,0.106,2010,1608,921,685,1089,923,1806.857142857143,1806.857142857143,1370.428571428571,1370.428571428571,971.2857142857144,971.2857142857144,697,697,835.5714285714286,835.5714285714286,673.4285714285714,673.4285714285714
2023-09-28,0.2,0.208,2599,2104,992,713,1607,1391,1870.1666666666667,1733.857142857143,1435.8333333333333,1331.571428571429,1027.6666666666667,942.2857142857144,745.5,684.4285714285714,842.5,791.5714285714286,690.3333333333334,647.1428571428571
2023-09-29,0.16,0.148,2049,1616,2049,1616,0,0,1695.5,1584.142857142857,1307.6666666666667,1221.7142857142858,945.5,871.8571428571429,684.3333333333334,632,750,712.2857142857142,623.3333333333334,589.7142857142858
